MedInc,Latitude,Longitude,Cluster
2.875,37.790,-122.210,1
3.068,37.800,-122.210,1
3.076,37.800,-122.210,1
4.956,37.800,-122.200,4
4.772,37.800,-122.200,4
3.486,37.800,-122.210,4
5.118,37.800,-122.200,3
4.098,37.800,-122.210,4
4.744,37.800,-122.190,4
4.273,37.800,-122.190,4
2.984,37.790,-122.190,1
4.174,37.790,-122.200,4
3.849,37.800,-122.200,4
4.011,37.800,-122.190,4
4.656,37.790,-122.190,4
2.930,37.790,-122.190,1
2.304,37.790,-122.200,1
2.667,37.790,-122.200,1
2.619,37.790,-122.200,1
2.417,37.790,-122.210,1
2.779,37.790,-122.200,1
2.735,37.780,-122.210,1
1.847,37.780,-122.210,1
2.658,37.780,-122.210,1
3.054,37.780,-122.210,1
2.391,37.780,-122.220,1
1.719,37.780,-122.210,1
2.625,37.780,-122.210,1
2.801,37.770,-122.220,1
1.728,37.780,-122.220,1
2.080,37.780,-122.220,1
2.489,37.780,-122.220,1
1.755,37.760,-122.210,1
4.090,37.770,-122.210,4
2.676,37.770,-122.210,1
2.434,37.770,-122.200,1
2.331,37.770,-122.210,1
2.260,37.770,-122.210,1
1.804,37.770,-122.190,1
2.256,37.770,-122.200,1
2.056,37.770,-122.200,1
3.540,37.780,-122.200,4
3.117,37.780,-122.200,1
2.540,37.780,-122.200,1
2.898,37.770,-122.200,1
2.312,37.780,-122.210,1
2.875,37.780,-122.190,1
3.372,37.770,-122.190,4
3.511,37.770,-122.190,4
4.312,37.780,-122.190,4
3.220,37.780,-122.190,4
3.875,37.780,-122.180,4
5.233,37.780,-122.190,3
3.726,37.780,-122.190,4
4.589,37.780,-122.200,4
5.258,37.790,-122.180,3
7.088,37.790,-122.180,3
3.971,37.790,-122.180,4
2.951,37.790,-122.190,1
2.667,37.790,-122.190,1
5.445,37.810,-122.180,3
6.284,37.800,-122.180,3
6.753,37.800,-122.180,3
7.071,37.770,-122.130,3
5.985,37.790,-122.160,3
3.688,37.780,-122.170,4
2.875,37.770,-122.170,1
3.421,37.780,-122.180,4
3.298,37.780,-122.180,4
3.875,37.780,-122.170,4
4.175,37.780,-122.170,4
4.375,37.770,-122.160,4
4.771,37.770,-122.160,4
3.574,37.770,-122.160,4
3.096,37.770,-122.160,1
3.396,37.770,-122.170,4
1.871,37.770,-122.170,1
1.936,37.760,-122.170,1
2.184,37.760,-122.170,1
2.292,37.760,-122.180,1
2.433,37.760,-122.170,1
1.948,37.760,-122.180,1
3.906,37.760,-122.180,4
1.841,37.760,-122.180,1
2.079,37.770,-122.180,1
2.812,37.770,-122.180,1
1.891,37.760,-122.180,1
1.706,37.760,-122.190,1
2.277,37.770,-122.180,1
3.255,37.770,-122.180,4
2.056,37.770,-122.180,1
2.466,37.760,-122.190,1
1.750,37.760,-122.200,1
2.047,37.770,-122.190,1
2.716,37.770,-122.190,1
1.208,37.760,-122.190,1
1.925,37.760,-122.190,1
1.581,37.750,-122.200,1
1.410,37.760,-122.200,1
0.768,37.760,-122.190,1
1.319,37.750,-122.190,1
0.801,37.750,-122.190,1
1.948,37.760,-122.190,1
1.177,37.740,-122.190,1
2.346,37.740,-122.180,1
2.154,37.730,-122.190,1
2.514,37.740,-122.190,1
1.262,37.730,-122.190,1
2.906,37.730,-122.180,1
2.519,37.730,-122.180,1
2.111,37.730,-122.180,1
2.455,37.730,-122.180,1
2.403,37.740,-122.170,1
2.150,37.740,-122.170,1
2.478,37.740,-122.170,1
2.159,37.730,-122.170,1
1.844,37.740,-122.180,1
3.030,37.740,-122.170,1
2.250,37.740,-122.170,1
2.247,37.740,-122.180,1
4.047,37.750,-122.180,4
1.325,37.750,-122.180,1
1.620,37.750,-122.170,1
2.173,37.750,-122.180,1
1.917,37.750,-122.190,1
2.069,37.750,-122.180,1
1.712,37.750,-122.180,1
2.562,37.760,-122.170,1
1.982,37.750,-122.170,1
2.504,37.750,-122.170,1
2.328,37.750,-122.170,1
1.438,37.750,-122.170,1
2.512,37.760,-122.160,1
1.562,37.750,-122.160,1
3.159,37.750,-122.170,4
1.843,37.760,-122.170,1
4.670,37.760,-122.160,4
2.460,37.760,-122.160,1
6.075,37.760,-122.150,3
4.830,37.770,-122.140,4
5.570,37.760,-122.140,3
5.370,37.760,-122.130,3
6.860,37.750,-122.120,3
7.692,37.750,-122.120,3
4.031,37.750,-122.140,4
6.832,37.750,-122.140,3
4.975,37.750,-122.130,4
5.360,37.750,-122.130,3
5.000,37.740,-122.130,3
2.925,37.750,-122.160,1
3.891,37.750,-122.150,4
3.225,37.750,-122.150,4
3.146,37.740,-122.150,1
2.537,37.750,-122.160,1
2.557,37.750,-122.160,1
3.508,37.740,-122.150,4
3.312,37.740,-122.150,4
1.823,37.750,-122.160,1
3.805,37.750,-122.160,4
2.292,37.740,-122.170,1
2.496,37.750,-122.170,1
4.042,37.740,-122.160,4
3.484,37.740,-122.160,4
4.146,37.740,-122.160,4
2.625,37.740,-122.160,1
2.023,37.740,-122.160,1
3.333,37.900,-122.290,4
5.338,37.900,-122.290,3
3.473,37.890,-122.290,4
3.513,37.900,-122.300,4
3.138,37.890,-122.290,1
2.804,37.890,-122.300,1
4.582,37.900,-122.300,4
3.021,37.890,-122.300,1
4.088,37.890,-122.300,4
4.527,37.890,-122.330,4
1.738,37.880,-122.340,1
3.179,37.890,-122.290,4
3.867,37.880,-122.290,4
5.168,37.890,-122.290,3
5.170,37.890,-122.290,3
4.261,37.880,-122.280,4
5.055,37.890,-122.290,3
5.623,37.900,-122.270,3
7.886,37.900,-122.260,3
7.956,37.900,-122.270,3
6.174,37.900,-122.270,3
6.941,37.900,-122.270,3
8.834,37.890,-122.270,3
7.175,37.900,-122.280,3
10.082,37.900,-122.280,3
4.908,37.900,-122.280,4
5.791,37.890,-122.280,3
4.589,37.890,-122.280,4
5.417,37.890,-122.280,3
4.125,37.890,-122.280,4
7.266,37.890,-122.270,3
5.399,37.890,-122.270,3
7.834,37.900,-122.260,3
6.159,37.890,-122.250,3
6.381,37.890,-122.260,3
6.683,37.890,-122.260,3
7.538,37.890,-122.250,3
6.714,37.890,-122.250,3
6.242,37.880,-122.260,3
5.798,37.880,-122.260,3
4.281,37.880,-122.270,4
3.542,37.880,-122.270,4
3.013,37.880,-122.270,1
4.143,37.880,-122.280,4
4.191,37.880,-122.280,4
3.917,37.880,-122.280,4
3.890,37.880,-122.290,4
3.107,37.880,-122.290,1
2.993,37.880,-122.290,1
3.556,37.880,-122.290,4
1.475,37.880,-122.300,1
1.697,37.880,-122.300,1
2.171,37.870,-122.300,1
2.750,37.860,-122.300,1
2.568,37.850,-122.290,1
2.900,37.880,-122.300,1
2.221,37.870,-122.300,1
3.234,37.880,-122.280,4
3.516,37.870,-122.280,4
1.980,37.870,-122.280,1
2.668,37.870,-122.290,1
3.875,37.870,-122.290,4
3.006,37.880,-122.280,1
2.543,37.870,-122.280,1
2.868,37.870,-122.280,1
2.191,37.880,-122.270,1
1.778,37.870,-122.270,1
2.520,37.880,-122.270,1
4.279,37.880,-122.260,4
2.944,37.880,-122.260,1
1.725,37.880,-122.260,1
5.229,37.870,-122.250,3
2.556,37.870,-122.250,1
0.949,37.870,-122.250,1
1.170,37.870,-122.250,1
1.401,37.870,-122.260,1
1.186,37.870,-122.260,1
1.746,37.870,-122.270,1
2.885,37.870,-122.270,1
2.737,37.870,-122.270,1
3.859,37.860,-122.280,4
3.562,37.870,-122.280,4
2.279,37.870,-122.280,1
2.537,37.870,-122.290,1
2.525,37.870,-122.290,1
1.995,37.860,-122.290,1
2.821,37.860,-122.280,1
2.616,37.870,-122.290,1
1.948,37.860,-122.290,1
1.933,37.860,-122.280,1
1.980,37.860,-122.280,1
2.417,37.850,-122.280,1
2.542,37.860,-122.270,1
3.391,37.860,-122.280,4
2.565,37.860,-122.280,1
2.284,37.860,-122.280,1
2.607,37.860,-122.270,1
3.150,37.860,-122.270,4
2.691,37.860,-122.270,1
1.845,37.860,-122.270,1
1.631,37.860,-122.260,1
2.904,37.860,-122.260,1
2.941,37.860,-122.260,1
3.389,37.860,-122.260,4
3.042,37.860,-122.250,1
7.090,37.860,-122.250,3
5.046,37.860,-122.250,3
1.765,37.860,-122.250,1
7.852,37.860,-122.240,3
9.396,37.850,-122.240,3
5.379,37.860,-122.250,3
3.262,37.850,-122.260,4
2.705,37.850,-122.270,1
2.243,37.850,-122.270,1
1.903,37.850,-122.270,1
1.582,37.850,-122.270,1
2.284,37.850,-122.270,1
1.379,37.850,-122.270,1
2.902,37.850,-122.280,1
1.730,37.850,-122.280,1
2.263,37.850,-122.280,1
2.211,37.840,-122.290,1
2.700,37.830,-122.280,1
4.002,37.840,-122.300,4
7.877,37.830,-122.230,3
11.860,37.820,-122.220,3
13.499,37.820,-122.220,3
12.214,37.820,-122.230,3
8.187,37.820,-122.230,3
12.380,37.820,-122.230,3
5.895,37.830,-122.240,3
8.119,37.830,-122.240,3
8.748,37.820,-122.230,3
6.155,37.820,-122.240,3
5.883,37.820,-122.250,3
5.213,37.760,-122.230,3
4.719,37.760,-122.230,4
5.292,37.760,-122.230,3
2.641,37.770,-122.240,1
3.321,37.770,-122.230,4
3.642,37.770,-122.240,4
3.016,37.770,-122.250,1
3.177,37.770,-122.250,4
3.453,37.770,-122.250,4
4.310,37.770,-122.250,4
3.344,37.780,-122.260,4
2.921,37.780,-122.260,1
2.681,37.780,-122.270,1
3.771,37.780,-122.270,4
3.944,37.780,-122.270,4
5.260,37.780,-122.270,3
2.544,37.790,-122.280,1
2.645,37.770,-122.300,1
2.576,37.780,-122.280,1
1.943,37.780,-122.290,1
2.969,37.770,-122.280,1
3.750,37.770,-122.280,4
5.170,37.760,-122.290,3
2.514,37.780,-122.280,1
2.973,37.770,-122.260,1
5.534,37.770,-122.270,3
4.167,37.770,-122.270,4
2.712,37.770,-122.270,1
3.327,37.770,-122.270,4
3.268,37.770,-122.250,4
4.778,37.770,-122.260,4
4.226,37.770,-122.260,4
3.357,37.770,-122.260,4
2.990,37.770,-122.260,1
2.875,37.770,-122.260,1
2.388,37.770,-122.240,1
2.975,37.770,-122.250,1
5.104,37.760,-122.230,3
4.146,37.760,-122.230,4
3.476,37.760,-122.240,4
2.683,37.760,-122.240,1
5.750,37.760,-122.230,3
3.963,37.750,-122.230,4
4.949,37.750,-122.240,4
4.871,37.750,-122.240,4
3.072,37.760,-122.240,1
3.672,37.760,-122.240,4
4.609,37.760,-122.240,4
4.521,37.730,-122.240,4
4.456,37.740,-122.250,4
7.611,37.720,-122.240,3
3.269,37.730,-122.270,4
3.567,37.760,-122.250,4
3.688,37.740,-122.270,4
4.769,37.770,-122.270,4
3.197,37.750,-122.280,4
7.263,37.770,-122.060,3
7.057,37.730,-122.060,3
4.635,37.710,-122.060,4
5.301,37.710,-122.070,3
4.980,37.710,-122.070,3
5.483,37.720,-122.070,3
6.187,37.720,-122.080,3
5.619,37.720,-122.080,3
5.464,37.710,-122.080,3
5.150,37.710,-122.090,3
5.838,37.720,-122.100,3
4.650,37.710,-122.110,4
4.382,37.700,-122.100,4
3.722,37.690,-122.100,4
5.285,37.710,-122.090,3
4.338,37.700,-122.090,4
5.213,37.710,-122.100,3
6.005,37.700,-122.090,3
5.052,37.710,-122.080,3
4.824,37.710,-122.080,4
5.250,37.700,-122.080,3
4.125,37.700,-122.070,4
4.601,37.700,-122.060,4
3.519,37.700,-122.060,4
3.000,37.700,-122.070,4
3.493,37.700,-122.080,4
2.986,37.700,-122.090,1
2.536,37.690,-122.070,1
3.302,37.690,-122.080,4
3.096,37.690,-122.070,4
2.851,37.690,-122.080,1
3.348,37.690,-122.080,4
2.396,37.680,-122.080,1
3.530,37.680,-122.080,4
4.804,37.690,-122.090,4
3.851,37.740,-122.150,4
4.066,37.740,-122.140,4
4.604,37.730,-122.140,4
2.200,37.740,-122.150,1
4.116,37.730,-122.160,4
3.950,37.740,-122.150,4
4.913,37.730,-122.150,4
2.836,37.730,-122.150,1
3.250,37.730,-122.170,4
2.830,37.730,-122.160,1
3.716,37.730,-122.170,4
2.562,37.730,-122.160,1
3.805,37.720,-122.180,4
3.375,37.710,-122.180,4
3.244,37.710,-122.170,4
4.027,37.700,-122.180,4
3.391,37.700,-122.180,4
5.546,37.710,-122.190,3
3.371,37.720,-122.170,4
3.531,37.720,-122.170,4
3.663,37.720,-122.170,4
2.875,37.720,-122.160,1
4.020,37.720,-122.170,4
4.555,37.710,-122.160,4
3.464,37.710,-122.160,4
3.343,37.720,-122.160,4
2.190,37.730,-122.150,1
2.910,37.720,-122.150,1
3.375,37.720,-122.150,4
2.812,37.720,-122.150,1
5.000,37.730,-122.140,3
3.067,37.730,-122.140,4
3.812,37.730,-122.140,4
6.910,37.730,-122.130,3
7.912,37.720,-122.130,3
3.839,37.720,-122.130,4
4.000,37.710,-122.120,4
6.510,37.720,-122.130,3
3.516,37.720,-122.140,4
2.983,37.720,-122.140,1
3.524,37.720,-122.130,4
3.110,37.710,-122.130,4
3.578,37.710,-122.130,4
3.168,37.710,-122.150,4
2.610,37.710,-122.140,1
3.693,37.710,-122.140,4
3.458,37.700,-122.130,4
3.903,37.700,-122.130,4
4.021,37.710,-122.150,4
3.555,37.700,-122.150,4
4.586,37.700,-122.140,4
2.632,37.700,-122.130,1
3.395,37.690,-122.130,4
3.970,37.700,-122.140,4
5.004,37.700,-122.160,3
4.466,37.690,-122.140,4
3.663,37.690,-122.150,4
3.886,37.690,-122.150,4
3.458,37.700,-122.150,4
3.781,37.690,-122.160,4
2.992,37.700,-122.160,4
4.438,37.700,-122.160,4
4.000,37.700,-122.170,4
2.387,37.680,-122.160,1
4.761,37.690,-122.170,4
5.486,37.680,-122.180,3
4.397,37.690,-122.160,4
4.011,37.690,-122.150,4
4.386,37.680,-122.150,4
4.284,37.680,-122.150,4
5.131,37.690,-122.150,3
2.996,37.690,-122.140,4
3.636,37.680,-122.140,4
2.796,37.680,-122.140,1
2.951,37.690,-122.100,1
3.438,37.690,-122.120,4
2.875,37.690,-122.130,1
3.034,37.710,-122.120,4
2.679,37.700,-122.120,1
2.992,37.700,-122.120,4
4.104,37.690,-122.120,4
2.583,37.700,-122.120,1
2.155,37.700,-122.110,1
2.327,37.700,-122.110,1
2.421,37.700,-122.110,1
3.906,37.690,-122.100,4
2.646,37.690,-122.110,1
3.464,37.690,-122.110,4
2.397,37.690,-122.120,1
6.500,37.690,-122.030,3
6.057,37.640,-121.970,3
3.896,37.630,-122.020,4
4.781,37.630,-122.040,4
3.283,37.630,-122.050,4
5.317,37.660,-122.040,3
6.258,37.650,-122.040,3
5.170,37.680,-122.050,3
3.250,37.680,-122.070,4
3.180,37.680,-122.060,4
2.420,37.680,-122.080,1
2.656,37.680,-122.080,1
0.964,37.670,-122.080,1
2.336,37.670,-122.090,1
3.511,37.680,-122.090,4
3.312,37.690,-122.090,4
2.404,37.680,-122.090,1
2.832,37.680,-122.090,1
2.516,37.680,-122.090,1
3.403,37.680,-122.100,4
2.535,37.680,-122.100,1
2.577,37.680,-122.110,1
3.096,37.680,-122.100,4
2.956,37.670,-122.100,1
3.125,37.680,-122.100,4
2.950,37.680,-122.120,1
4.380,37.680,-122.120,4
4.042,37.680,-122.120,4
3.800,37.670,-122.110,4
3.484,37.680,-122.120,4
4.059,37.680,-122.130,4
4.197,37.680,-122.130,4
3.600,37.680,-122.130,4
4.267,37.680,-122.140,4
4.239,37.670,-122.140,4
5.580,37.670,-122.150,3
4.068,37.670,-122.140,4
3.173,37.670,-122.130,4
4.793,37.670,-122.140,4
4.812,37.670,-122.140,4
3.868,37.670,-122.130,4
3.939,37.670,-122.120,4
3.243,37.670,-122.130,4
3.092,37.670,-122.110,4
3.064,37.670,-122.110,4
2.702,37.670,-122.090,1
3.111,37.670,-122.090,4
3.472,37.660,-122.090,4
2.222,37.660,-122.090,1
6.110,37.680,-122.050,3
4.273,37.670,-122.060,4
3.247,37.670,-122.070,4
3.242,37.670,-122.070,4
3.875,37.670,-122.070,4
6.050,37.670,-122.040,3
6.823,37.670,-122.040,3
6.350,37.660,-122.040,3
2.672,37.660,-122.070,1
3.875,37.660,-122.070,4
2.562,37.660,-122.080,1
3.016,37.650,-122.070,4
2.769,37.650,-122.080,1
3.682,37.650,-122.080,4
2.138,37.660,-122.080,1
3.730,37.660,-122.100,4
3.875,37.660,-122.100,4
3.049,37.660,-122.100,4
2.820,37.650,-122.090,1
4.390,37.650,-122.090,4
4.714,37.650,-122.090,4
4.688,37.660,-122.100,4
3.209,37.660,-122.110,4
4.275,37.660,-122.100,4
4.130,37.660,-122.110,4
3.090,37.660,-122.110,4
4.542,37.650,-122.100,4
4.663,37.640,-122.100,4
4.443,37.650,-122.100,4
4.530,37.650,-122.100,4
2.375,37.650,-122.120,1
3.817,37.630,-122.100,4
4.528,37.610,-122.100,4
4.346,37.660,-122.130,4
3.486,37.650,-122.110,4
5.231,37.640,-122.110,3
3.671,37.640,-122.110,4
3.888,37.640,-122.120,4
3.917,37.630,-122.090,4
3.906,37.640,-122.090,4
3.789,37.630,-122.100,4
3.800,37.640,-122.080,4
5.731,37.640,-122.080,3
4.114,37.640,-122.090,4
5.284,37.640,-122.090,3
3.348,37.640,-122.080,4
3.142,37.640,-122.080,4
3.761,37.630,-122.080,4
4.250,37.630,-122.080,4
3.934,37.640,-122.080,4
2.516,37.640,-122.070,1
2.481,37.630,-122.070,1
4.708,37.640,-122.070,4
4.165,37.640,-122.060,4
3.554,37.640,-122.060,4
3.804,37.650,-122.060,4
3.826,37.640,-122.060,4
3.233,37.630,-122.040,4
4.711,37.620,-122.030,4
4.247,37.620,-122.030,4
6.396,37.620,-122.040,3
3.812,37.620,-122.040,4
3.286,37.620,-122.040,4
3.893,37.620,-122.030,4
3.726,37.610,-122.030,4
4.013,37.610,-122.030,4
4.172,37.610,-122.040,4
4.286,37.620,-122.040,4
3.646,37.630,-122.080,4
2.688,37.620,-122.080,1
3.729,37.630,-122.070,4
4.591,37.630,-122.070,4
3.862,37.630,-122.060,4
3.361,37.630,-122.060,4
2.897,37.610,-122.050,1
4.033,37.630,-122.080,4
4.068,37.630,-122.080,4
5.364,37.630,-122.090,3
4.702,37.630,-122.090,4
5.640,37.620,-122.080,3
3.793,37.610,-122.080,4
4.646,37.610,-121.990,4
3.694,37.600,-122.020,4
2.652,37.600,-122.020,1
3.500,37.600,-122.020,4
3.239,37.600,-122.020,4
5.097,37.610,-122.030,3
4.388,37.600,-122.040,4
4.625,37.600,-122.060,4
5.041,37.610,-122.080,3
5.870,37.600,-122.060,3
5.323,37.600,-122.060,3
4.235,37.590,-122.080,4
4.825,37.590,-122.070,4
5.522,37.580,-122.080,3
6.512,37.580,-122.070,3
6.066,37.580,-122.070,3
6.007,37.580,-122.080,3
4.621,37.590,-122.070,4
5.225,37.580,-122.070,3
5.343,37.590,-122.040,3
3.746,37.590,-122.050,4
4.572,37.600,-122.030,4
3.692,37.590,-122.020,4
4.679,37.590,-122.030,4
2.875,37.590,-122.010,1
3.362,37.580,-122.020,4
5.758,37.580,-122.010,3
2.971,37.600,-122.090,1
3.902,37.600,-122.080,4
4.615,37.570,-121.970,4
5.719,37.580,-121.960,3
3.683,37.580,-121.980,4
6.207,37.580,-121.990,3
5.815,37.580,-122.000,3
5.832,37.570,-122.010,3
5.628,37.580,-122.040,3
5.288,37.570,-122.040,3
6.561,37.570,-122.070,3
5.676,37.580,-122.060,3
6.105,37.570,-122.050,3
3.571,37.490,-121.930,4
6.082,37.520,-122.070,3
4.359,37.560,-122.020,4
5.574,37.560,-122.020,3
4.896,37.560,-122.030,4
4.698,37.560,-122.030,4
4.426,37.560,-122.010,4
3.301,37.550,-122.010,4
4.569,37.550,-122.020,4
3.818,37.560,-122.010,4
5.000,37.560,-121.990,3
4.339,37.560,-121.990,4
4.139,37.550,-121.960,4
4.805,37.560,-121.970,4
4.635,37.540,-121.970,4
3.168,37.550,-121.970,4
3.133,37.540,-121.980,4
2.907,37.550,-121.990,1
8.400,37.560,-121.940,3
6.648,37.550,-121.950,3
6.629,37.540,-121.930,3
6.218,37.540,-121.940,3
5.761,37.530,-121.940,3
4.664,37.540,-121.950,4
6.760,37.540,-121.940,3
3.991,37.540,-121.960,4
4.295,37.530,-121.960,4
4.962,37.530,-121.960,4
2.620,37.530,-121.960,1
4.713,37.540,-121.970,4
4.750,37.530,-121.970,4
5.430,37.530,-121.970,3
4.600,37.530,-121.980,4
4.195,37.530,-121.980,4
5.388,37.540,-121.990,3
3.944,37.540,-121.990,4
5.328,37.540,-121.990,3
4.840,37.550,-121.990,4
5.162,37.540,-122.000,3
4.917,37.550,-122.010,4
4.159,37.550,-122.000,4
5.000,37.540,-122.010,3
5.832,37.540,-122.000,3
5.706,37.530,-122.010,3
5.042,37.530,-121.990,3
4.532,37.520,-121.970,4
5.436,37.510,-121.970,3
5.082,37.520,-121.970,3
5.231,37.520,-121.950,3
4.411,37.510,-121.960,4
5.240,37.520,-121.960,3
4.748,37.530,-121.930,4
8.405,37.530,-121.920,3
9.719,37.490,-121.890,3
5.164,37.490,-121.920,3
5.381,37.480,-121.920,3
6.088,37.470,-121.920,3
6.868,37.470,-121.910,3
6.992,37.550,-122.030,3
4.912,37.550,-122.030,4
